
For query : portabl oper system

1 Q0 CACM-3127 1 15.017122036293229 BM25ModelStemNoStop
1 Q0 CACM-2246 2 11.75268877838768 BM25ModelStemNoStop
1 Q0 CACM-1930 3 9.646567300695821 BM25ModelStemNoStop
1 Q0 CACM-3196 4 9.360476941328287 BM25ModelStemNoStop
1 Q0 CACM-2593 5 6.5143785126884 BM25ModelStemNoStop
1 Q0 CACM-1591 6 5.609629024378508 BM25ModelStemNoStop
1 Q0 CACM-1680 7 5.6002176046310606 BM25ModelStemNoStop
1 Q0 CACM-3068 8 5.574217687922177 BM25ModelStemNoStop
1 Q0 CACM-1033 9 5.512989623783026 BM25ModelStemNoStop
1 Q0 CACM-1657 10 5.510597884007314 BM25ModelStemNoStop
1 Q0 CACM-2740 11 5.448184075581567 BM25ModelStemNoStop
1 Q0 CACM-1236 12 5.285682552393539 BM25ModelStemNoStop
1 Q0 CACM-2424 13 5.28546920293256 BM25ModelStemNoStop
1 Q0 CACM-1534 14 5.19712317040843 BM25ModelStemNoStop
1 Q0 CACM-2920 15 5.1142913888865165 BM25ModelStemNoStop
1 Q0 CACM-1750 16 5.083827946799677 BM25ModelStemNoStop
1 Q0 CACM-3026 17 4.969652365650273 BM25ModelStemNoStop
1 Q0 CACM-2092 18 4.8855509488960065 BM25ModelStemNoStop
1 Q0 CACM-2379 19 4.876446867812995 BM25ModelStemNoStop
1 Q0 CACM-2357 20 4.872955336688324 BM25ModelStemNoStop
1 Q0 CACM-1519 21 4.8401083281410795 BM25ModelStemNoStop
1 Q0 CACM-1461 22 4.827979038194222 BM25ModelStemNoStop
1 Q0 CACM-2319 23 4.827044903888589 BM25ModelStemNoStop
1 Q0 CACM-2064 24 4.823193264641109 BM25ModelStemNoStop
1 Q0 CACM-2735 25 4.814857181997503 BM25ModelStemNoStop
1 Q0 CACM-1472 26 4.806307612288307 BM25ModelStemNoStop
1 Q0 CACM-585 27 4.786564934808383 BM25ModelStemNoStop
1 Q0 CACM-2629 28 4.782642614665913 BM25ModelStemNoStop
1 Q0 CACM-2541 29 4.761934333492188 BM25ModelStemNoStop
1 Q0 CACM-2153 30 4.723130352529418 BM25ModelStemNoStop
1 Q0 CACM-322 31 4.693139186600057 BM25ModelStemNoStop
1 Q0 CACM-1462 32 4.690541471885641 BM25ModelStemNoStop
1 Q0 CACM-2378 33 4.688114687891751 BM25ModelStemNoStop
1 Q0 CACM-2798 34 4.672427011974076 BM25ModelStemNoStop
1 Q0 CACM-1755 35 4.641584207853405 BM25ModelStemNoStop
