Ranking (Top 100) for the queries in Cleaned_queries.txt in the format:
query_id Q0 doc_id rank Lucene_score system_name

For query: portabl oper system

1 Q0 CACM-3127 1 1.2878323 LuceneStemNoStop
1 Q0 CACM-2246 2 0.76457447 LuceneStemNoStop
1 Q0 CACM-3196 3 0.5516708 LuceneStemNoStop
1 Q0 CACM-2593 4 0.37100837 LuceneStemNoStop
1 Q0 CACM-1930 5 0.33207375 LuceneStemNoStop
1 Q0 CACM-1461 6 0.24218737 LuceneStemNoStop
1 Q0 CACM-3068 7 0.23395428 LuceneStemNoStop
1 Q0 CACM-1591 8 0.22934797 LuceneStemNoStop
1 Q0 CACM-1680 9 0.22475442 LuceneStemNoStop
1 Q0 CACM-1534 10 0.2222594 LuceneStemNoStop
1 Q0 CACM-1519 11 0.21962202 LuceneStemNoStop
1 Q0 CACM-1236 12 0.21101403 LuceneStemNoStop
1 Q0 CACM-1033 13 0.21035823 LuceneStemNoStop
1 Q0 CACM-1750 14 0.21035823 LuceneStemNoStop
1 Q0 CACM-2735 15 0.20253286 LuceneStemNoStop
1 Q0 CACM-1755 16 0.2018228 LuceneStemNoStop
1 Q0 CACM-1472 17 0.19979438 LuceneStemNoStop
1 Q0 CACM-322 18 0.19862115 LuceneStemNoStop
1 Q0 CACM-1034 19 0.19578442 LuceneStemNoStop
1 Q0 CACM-1071 20 0.19578442 LuceneStemNoStop
1 Q0 CACM-2357 21 0.19440739 LuceneStemNoStop
1 Q0 CACM-585 22 0.19440739 LuceneStemNoStop
1 Q0 CACM-2379 23 0.19260594 LuceneStemNoStop
1 Q0 CACM-1264 24 0.1906597 LuceneStemNoStop
1 Q0 CACM-2372 25 0.1906597 LuceneStemNoStop
1 Q0 CACM-2798 26 0.1906597 LuceneStemNoStop
1 Q0 CACM-3025 27 0.1906597 LuceneStemNoStop
1 Q0 CACM-3089 28 0.18881604 LuceneStemNoStop
1 Q0 CACM-1163 29 0.18726182 LuceneStemNoStop
1 Q0 CACM-1168 30 0.18726182 LuceneStemNoStop
1 Q0 CACM-2424 31 0.1871634 LuceneStemNoStop
1 Q0 CACM-2920 32 0.18521617 LuceneStemNoStop
1 Q0 CACM-2542 33 0.18509883 LuceneStemNoStop
1 Q0 CACM-2740 34 0.18335466 LuceneStemNoStop
1 Q0 CACM-1108 35 0.18301836 LuceneStemNoStop
1 Q0 CACM-2153 36 0.18301836 LuceneStemNoStop
1 Q0 CACM-252 37 0.18117891 LuceneStemNoStop
1 Q0 CACM-2621 38 0.18117891 LuceneStemNoStop
1 Q0 CACM-1226 39 0.17884466 LuceneStemNoStop
1 Q0 CACM-1657 40 0.17884466 LuceneStemNoStop
1 Q0 CACM-1912 41 0.17884466 LuceneStemNoStop
1 Q0 CACM-2681 42 0.17884466 LuceneStemNoStop
1 Q0 CACM-3023 43 0.17884466 LuceneStemNoStop
1 Q0 CACM-3137 44 0.17884466 LuceneStemNoStop
1 Q0 CACM-2399 45 0.17721626 LuceneStemNoStop
1 Q0 CACM-1766 46 0.17553788 LuceneStemNoStop
