Ranking (Top 100) for the queries in Cleaned_queries.txt in the format:
query_id Q0 doc_id rank Lucene_score system_name

For query: articles exist deal tss time sharing system operating system ibm computers

1 Q0 CACM-2629 1 0.44247872 LuceneStopNoStem
1 Q0 CACM-2319 2 0.4093184 LuceneStopNoStem
1 Q0 CACM-2151 3 0.35278785 LuceneStopNoStem
1 Q0 CACM-1410 4 0.33864412 LuceneStopNoStem
1 Q0 CACM-1657 5 0.3319797 LuceneStopNoStem
1 Q0 CACM-2218 6 0.2761247 LuceneStopNoStem
1 Q0 CACM-1519 7 0.2704933 LuceneStopNoStem
1 Q0 CACM-1938 8 0.26493385 LuceneStopNoStem
1 Q0 CACM-1161 9 0.26022905 LuceneStopNoStem
1 Q0 CACM-1752 10 0.25813058 LuceneStopNoStem
1 Q0 CACM-2920 11 0.25638008 LuceneStopNoStem
1 Q0 CACM-1605 12 0.24997489 LuceneStopNoStem
1 Q0 CACM-2054 13 0.24881196 LuceneStopNoStem
1 Q0 CACM-1749 14 0.24737328 LuceneStopNoStem
1 Q0 CACM-1572 15 0.24452882 LuceneStopNoStem
1 Q0 CACM-2424 16 0.2405132 LuceneStopNoStem
1 Q0 CACM-2357 17 0.23767662 LuceneStopNoStem
1 Q0 CACM-2219 18 0.23149371 LuceneStopNoStem
1 Q0 CACM-1827 19 0.23068444 LuceneStopNoStem
1 Q0 CACM-1391 20 0.22917895 LuceneStopNoStem
1 Q0 CACM-2371 21 0.22602916 LuceneStopNoStem
1 Q0 CACM-1506 22 0.22496536 LuceneStopNoStem
1 Q0 CACM-3174 23 0.22204667 LuceneStopNoStem
1 Q0 CACM-1844 24 0.22012538 LuceneStopNoStem
1 Q0 CACM-2378 25 0.21975435 LuceneStopNoStem
1 Q0 CACM-2535 26 0.21911094 LuceneStopNoStem
1 Q0 CACM-1805 27 0.21870847 LuceneStopNoStem
1 Q0 CACM-2522 28 0.2077493 LuceneStopNoStem
1 Q0 CACM-2947 29 0.2075865 LuceneStopNoStem
1 Q0 CACM-1462 30 0.20631719 LuceneStopNoStem
1 Q0 CACM-3025 31 0.20604427 LuceneStopNoStem
1 Q0 CACM-2500 32 0.20306675 LuceneStopNoStem
1 Q0 CACM-0971 33 0.1991266 LuceneStopNoStem
1 Q0 CACM-3048 34 0.19912456 LuceneStopNoStem
1 Q0 CACM-1315 35 0.19692367 LuceneStopNoStem
1 Q0 CACM-0585 36 0.19689848 LuceneStopNoStem
1 Q0 CACM-1071 37 0.19679055 LuceneStopNoStem
1 Q0 CACM-1877 38 0.19429085 LuceneStopNoStem
1 Q0 CACM-2317 39 0.19318217 LuceneStopNoStem
1 Q0 CACM-2379 40 0.19176506 LuceneStopNoStem
1 Q0 CACM-1168 41 0.1916077 LuceneStopNoStem
1 Q0 CACM-2380 42 0.18623918 LuceneStopNoStem
1 Q0 CACM-2439 43 0.1839858 LuceneStopNoStem
1 Q0 CACM-1680 44 0.18390477 LuceneStopNoStem
1 Q0 CACM-1591 45 0.18194689 LuceneStopNoStem
1 Q0 CACM-2950 46 0.1782999 LuceneStopNoStem
1 Q0 CACM-1523 47 0.17760833 LuceneStopNoStem
1 Q0 CACM-3127 48 0.17460452 LuceneStopNoStem
1 Q0 CACM-1747 49 0.17331566 LuceneStopNoStem
1 Q0 CACM-1854 50 0.1715382 LuceneStopNoStem
1 Q0 CACM-1408 51 0.170307 LuceneStopNoStem
1 Q0 CACM-1892 52 0.16749251 LuceneStopNoStem
1 Q0 CACM-2344 53 0.16668943 LuceneStopNoStem
1 Q0 CACM-2948 54 0.16065782 LuceneStopNoStem
1 Q0 CACM-2632 55 0.1580335 LuceneStopNoStem
1 Q0 CACM-1685 56 0.15617956 LuceneStopNoStem
1 Q0 CACM-1960 57 0.15429159 LuceneStopNoStem
1 Q0 CACM-1753 58 0.15385537 LuceneStopNoStem
1 Q0 CACM-1750 59 0.15326072 LuceneStopNoStem
1 Q0 CACM-1033 60 0.15149426 LuceneStopNoStem
1 Q0 CACM-1487 61 0.15123186 LuceneStopNoStem
1 Q0 CACM-1046 62 0.15098155 LuceneStopNoStem
1 Q0 CACM-1544 63 0.15087126 LuceneStopNoStem
1 Q0 CACM-2740 64 0.1504134 LuceneStopNoStem
1 Q0 CACM-2358 65 0.14858074 LuceneStopNoStem
1 Q0 CACM-1647 66 0.14847484 LuceneStopNoStem
1 Q0 CACM-1236 67 0.14670227 LuceneStopNoStem
1 Q0 CACM-1901 68 0.14656603 LuceneStopNoStem
1 Q0 CACM-2624 69 0.14523704 LuceneStopNoStem
1 Q0 CACM-1464 70 0.14160931 LuceneStopNoStem
1 Q0 CACM-2951 71 0.1410543 LuceneStopNoStem
1 Q0 CACM-1908 72 0.14081949 LuceneStopNoStem
1 Q0 CACM-2501 73 0.13961051 LuceneStopNoStem
1 Q0 CACM-1698 74 0.13437313 LuceneStopNoStem
1 Q0 CACM-2626 75 0.13432713 LuceneStopNoStem
1 Q0 CACM-0698 76 0.13125697 LuceneStopNoStem
1 Q0 CACM-1225 77 0.13114184 LuceneStopNoStem
1 Q0 CACM-2867 78 0.12817116 LuceneStopNoStem
1 Q0 CACM-1755 79 0.12812904 LuceneStopNoStem
1 Q0 CACM-3112 80 0.123770155 LuceneStopNoStem
1 Q0 CACM-1179 81 0.12303048 LuceneStopNoStem
1 Q0 CACM-2372 82 0.1213794 LuceneStopNoStem
1 Q0 CACM-0414 83 0.12081606 LuceneStopNoStem
1 Q0 CACM-1264 84 0.12064189 LuceneStopNoStem
1 Q0 CACM-2946 85 0.120418094 LuceneStopNoStem
1 Q0 CACM-0098 86 0.1196018 LuceneStopNoStem
1 Q0 CACM-1590 87 0.119210355 LuceneStopNoStem
1 Q0 CACM-1440 88 0.118375085 LuceneStopNoStem
1 Q0 CACM-2036 89 0.11646117 LuceneStopNoStem
1 Q0 CACM-0637 90 0.11566991 LuceneStopNoStem
1 Q0 CACM-1341 91 0.1153027 LuceneStopNoStem
1 Q0 CACM-1526 92 0.1153027 LuceneStopNoStem
1 Q0 CACM-2399 93 0.1153027 LuceneStopNoStem
1 Q0 CACM-2730 94 0.1153027 LuceneStopNoStem
1 Q0 CACM-2228 95 0.1151728 LuceneStopNoStem
1 Q0 CACM-2621 96 0.11500688 LuceneStopNoStem
1 Q0 CACM-2069 97 0.114286795 LuceneStopNoStem
1 Q0 CACM-2796 98 0.1121129 LuceneStopNoStem
1 Q0 CACM-2375 99 0.11188291 LuceneStopNoStem
1 Q0 CACM-3069 100 0.11057812 LuceneStopNoStem

For query: interested articles written prieve udo pooch prieve pooch

2 Q0 CACM-2434 1 0.18081348 LuceneStopNoStem
2 Q0 CACM-3078 2 0.17471147 LuceneStopNoStem
2 Q0 CACM-2863 3 0.1582118 LuceneStopNoStem
2 Q0 CACM-1046 4 0.03955295 LuceneStopNoStem
2 Q0 CACM-0397 5 0.033902526 LuceneStopNoStem
2 Q0 CACM-0492 6 0.03360507 LuceneStopNoStem
2 Q0 CACM-1014 7 0.03360507 LuceneStopNoStem
2 Q0 CACM-1867 8 0.03360507 LuceneStopNoStem
2 Q0 CACM-0597 9 0.03161868 LuceneStopNoStem
2 Q0 CACM-0435 10 0.029404435 LuceneStopNoStem
2 Q0 CACM-1623 11 0.029404435 LuceneStopNoStem
2 Q0 CACM-1397 12 0.025203802 LuceneStopNoStem
2 Q0 CACM-0847 13 0.02371401 LuceneStopNoStem
2 Q0 CACM-1183 14 0.022357782 LuceneStopNoStem
2 Q0 CACM-1305 15 0.022357782 LuceneStopNoStem
2 Q0 CACM-3202 16 0.022357782 LuceneStopNoStem
2 Q0 CACM-0531 17 0.021003168 LuceneStopNoStem
2 Q0 CACM-0616 18 0.021003168 LuceneStopNoStem
2 Q0 CACM-1168 19 0.019761676 LuceneStopNoStem
2 Q0 CACM-1214 20 0.019761676 LuceneStopNoStem
2 Q0 CACM-1215 21 0.019761676 LuceneStopNoStem
2 Q0 CACM-1345 22 0.019761676 LuceneStopNoStem
2 Q0 CACM-1424 23 0.019761676 LuceneStopNoStem
2 Q0 CACM-1498 24 0.019761676 LuceneStopNoStem
2 Q0 CACM-1625 25 0.01956306 LuceneStopNoStem
2 Q0 CACM-2439 26 0.01956306 LuceneStopNoStem
2 Q0 CACM-1315 27 0.016768336 LuceneStopNoStem
2 Q0 CACM-2645 28 0.016768336 LuceneStopNoStem
2 Q0 CACM-0728 29 0.01580934 LuceneStopNoStem
2 Q0 CACM-0971 30 0.01580934 LuceneStopNoStem
2 Q0 CACM-1117 31 0.01580934 LuceneStopNoStem
2 Q0 CACM-1391 32 0.01580934 LuceneStopNoStem
2 Q0 CACM-1439 33 0.01580934 LuceneStopNoStem
2 Q0 CACM-1486 34 0.01580934 LuceneStopNoStem
2 Q0 CACM-1861 35 0.01580934 LuceneStopNoStem
2 Q0 CACM-2356 36 0.01580934 LuceneStopNoStem
2 Q0 CACM-3189 37 0.01580934 LuceneStopNoStem
2 Q0 CACM-3201 38 0.01580934 LuceneStopNoStem
2 Q0 CACM-3204 39 0.01580934 LuceneStopNoStem
2 Q0 CACM-1591 40 0.013973614 LuceneStopNoStem
2 Q0 CACM-0282 41 0.013833173 LuceneStopNoStem
2 Q0 CACM-0942 42 0.013833173 LuceneStopNoStem
2 Q0 CACM-1161 43 0.013833173 LuceneStopNoStem
2 Q0 CACM-1334 44 0.013833173 LuceneStopNoStem
2 Q0 CACM-1348 45 0.013833173 LuceneStopNoStem
2 Q0 CACM-1403 46 0.013833173 LuceneStopNoStem
2 Q0 CACM-1427 47 0.013833173 LuceneStopNoStem
2 Q0 CACM-1464 48 0.013833173 LuceneStopNoStem
2 Q0 CACM-1468 49 0.013833173 LuceneStopNoStem
2 Q0 CACM-1523 50 0.013833173 LuceneStopNoStem
