For Query: dictionary construction and accessing methods for fast retrieval of words or lexical items or morphologically related information hashing or indexing methods are usually applied to english spelling or natural language problems

RANK 	 R/N 	Precision 	  Recall

01  	  R  	  1.000  	  0.200
02  	  N  	  0.500  	  0.200
03  	  N  	  0.333  	  0.200
04  	  R  	  0.500  	  0.400
05  	  N  	  0.400  	  0.400
06  	  N  	  0.333  	  0.400
07  	  R  	  0.429  	  0.600
08  	  N  	  0.375  	  0.600
09  	  N  	  0.333  	  0.600
10  	  R  	  0.400  	  0.800
11  	  N  	  0.364  	  0.800
12  	  R  	  0.417  	  1.000
13  	  N  	  0.385  	  1.000
14  	  N  	  0.357  	  1.000
15  	  N  	  0.333  	  1.000
16  	  N  	  0.312  	  1.000
17  	  R  	  0.353  	  1.200
18  	  N  	  0.333  	  1.200
19  	  N  	  0.316  	  1.200
20  	  R  	  0.350  	  1.400
21  	  R  	  0.381  	  1.600
22  	  N  	  0.364  	  1.600
23  	  N  	  0.348  	  1.600
24  	  N  	  0.333  	  1.600
25  	  R  	  0.360  	  1.800
26  	  N  	  0.346  	  1.800
27  	  R  	  0.370  	  2.000
28  	  R  	  0.393  	  2.200
29  	  N  	  0.379  	  2.200
30  	  N  	  0.367  	  2.200
31  	  N  	  0.355  	  2.200
32  	  N  	  0.344  	  2.200
33  	  N  	  0.333  	  2.200
34  	  N  	  0.324  	  2.200
35  	  N  	  0.314  	  2.200
36  	  N  	  0.306  	  2.200
37  	  N  	  0.297  	  2.200
38  	  R  	  0.316  	  2.400
39  	  R  	  0.333  	  2.600
40  	  N  	  0.325  	  2.600
41  	  N  	  0.317  	  2.600
42  	  N  	  0.310  	  2.600
43  	  R  	  0.326  	  2.800
44  	  R  	  0.341  	  3.000
45  	  N  	  0.333  	  3.000
46  	  N  	  0.326  	  3.000
47  	  N  	  0.319  	  3.000
48  	  N  	  0.312  	  3.000
49  	  N  	  0.306  	  3.000
50  	  R  	  0.320  	  3.200
51  	  N  	  0.314  	  3.200
52  	  N  	  0.308  	  3.200
53  	  N  	  0.302  	  3.200
54  	  N  	  0.296  	  3.200
55  	  N  	  0.291  	  3.200
56  	  N  	  0.286  	  3.200
57  	  N  	  0.281  	  3.200
58  	  R  	  0.293  	  3.400
59  	  N  	  0.288  	  3.400
60  	  N  	  0.283  	  3.400
61  	  R  	  0.295  	  3.600
62  	  R  	  0.306  	  3.800
63  	  R  	  0.317  	  4.000
64  	  N  	  0.312  	  4.000
65  	  N  	  0.308  	  4.000
66  	  N  	  0.303  	  4.000
67  	  R  	  0.313  	  4.200
68  	  R  	  0.324  	  4.400
69  	  N  	  0.319  	  4.400
70  	  N  	  0.314  	  4.400
71  	  R  	  0.324  	  4.600
72  	  N  	  0.319  	  4.600
73  	  N  	  0.315  	  4.600
74  	  R  	  0.324  	  4.800
75  	  N  	  0.320  	  4.800
76  	  N  	  0.316  	  4.800
77  	  N  	  0.312  	  4.800
78  	  N  	  0.308  	  4.800
79  	  N  	  0.304  	  4.800
80  	  R  	  0.312  	  5.000
81  	  N  	  0.309  	  5.000
82  	  N  	  0.305  	  5.000
83  	  N  	  0.301  	  5.000
84  	  N  	  0.298  	  5.000
85  	  N  	  0.294  	  5.000
86  	  N  	  0.291  	  5.000
87  	  N  	  0.287  	  5.000
88  	  N  	  0.284  	  5.000
89  	  N  	  0.281  	  5.000
90  	  N  	  0.278  	  5.000
91  	  N  	  0.275  	  5.000
92  	  N  	  0.272  	  5.000
93  	  N  	  0.269  	  5.000
94  	  N  	  0.266  	  5.000
95  	  N  	  0.263  	  5.000
96  	  R  	  0.271  	  5.200
97  	  N  	  0.268  	  5.200
98  	  N  	  0.265  	  5.200
99  	  N  	  0.263  	  5.200
100  	  N  	  0.260  	  5.200
