For Query: information retrieval articles by gerard salton or others about clustering bibliographic coupling use of citations or co citations the vector space model boolean search methods using inverted files feedback etc salton g

RANK 	 R/N 	Precision 	  Recall

01  	  R  	  1.000  	  0.200
02  	  R  	  1.000  	  0.400
03  	  R  	  1.000  	  0.600
04  	  R  	  1.000  	  0.800
05  	  R  	  1.000  	  1.000
06  	  R  	  1.000  	  1.200
07  	  R  	  1.000  	  1.400
08  	  R  	  1.000  	  1.600
09  	  N  	  0.889  	  1.600
10  	  R  	  0.900  	  1.800
11  	  R  	  0.909  	  2.000
12  	  N  	  0.833  	  2.000
13  	  N  	  0.769  	  2.000
14  	  N  	  0.714  	  2.000
15  	  N  	  0.667  	  2.000
16  	  N  	  0.625  	  2.000
17  	  N  	  0.588  	  2.000
18  	  N  	  0.556  	  2.000
19  	  N  	  0.526  	  2.000
20  	  N  	  0.500  	  2.000
21  	  N  	  0.476  	  2.000
22  	  R  	  0.500  	  2.200
23  	  R  	  0.522  	  2.400
24  	  N  	  0.500  	  2.400
25  	  N  	  0.480  	  2.400
26  	  N  	  0.462  	  2.400
27  	  R  	  0.481  	  2.600
28  	  N  	  0.464  	  2.600
29  	  N  	  0.448  	  2.600
30  	  N  	  0.433  	  2.600
31  	  N  	  0.419  	  2.600
32  	  R  	  0.438  	  2.800
33  	  N  	  0.424  	  2.800
34  	  N  	  0.412  	  2.800
35  	  N  	  0.400  	  2.800
36  	  N  	  0.389  	  2.800
37  	  N  	  0.378  	  2.800
38  	  N  	  0.368  	  2.800
39  	  N  	  0.359  	  2.800
40  	  N  	  0.350  	  2.800
41  	  N  	  0.341  	  2.800
42  	  N  	  0.333  	  2.800
43  	  N  	  0.326  	  2.800
44  	  N  	  0.318  	  2.800
45  	  N  	  0.311  	  2.800
46  	  R  	  0.326  	  3.000
47  	  R  	  0.340  	  3.200
48  	  R  	  0.354  	  3.400
49  	  R  	  0.367  	  3.600
50  	  N  	  0.360  	  3.600
51  	  N  	  0.353  	  3.600
52  	  N  	  0.346  	  3.600
53  	  N  	  0.340  	  3.600
54  	  N  	  0.333  	  3.600
55  	  N  	  0.327  	  3.600
56  	  N  	  0.321  	  3.600
57  	  N  	  0.316  	  3.600
58  	  N  	  0.310  	  3.600
59  	  N  	  0.305  	  3.600
60  	  N  	  0.300  	  3.600
61  	  N  	  0.295  	  3.600
62  	  N  	  0.290  	  3.600
63  	  R  	  0.302  	  3.800
64  	  N  	  0.297  	  3.800
65  	  N  	  0.292  	  3.800
66  	  N  	  0.288  	  3.800
67  	  N  	  0.284  	  3.800
68  	  N  	  0.279  	  3.800
69  	  N  	  0.275  	  3.800
70  	  R  	  0.286  	  4.000
71  	  R  	  0.296  	  4.200
72  	  N  	  0.292  	  4.200
73  	  N  	  0.288  	  4.200
74  	  N  	  0.284  	  4.200
75  	  N  	  0.280  	  4.200
76  	  N  	  0.276  	  4.200
77  	  N  	  0.273  	  4.200
78  	  N  	  0.269  	  4.200
79  	  N  	  0.266  	  4.200
80  	  N  	  0.263  	  4.200
81  	  N  	  0.259  	  4.200
82  	  N  	  0.256  	  4.200
83  	  N  	  0.253  	  4.200
84  	  N  	  0.250  	  4.200
85  	  N  	  0.247  	  4.200
86  	  N  	  0.244  	  4.200
87  	  N  	  0.241  	  4.200
88  	  N  	  0.239  	  4.200
89  	  N  	  0.236  	  4.200
90  	  N  	  0.233  	  4.200
91  	  N  	  0.231  	  4.200
92  	  R  	  0.239  	  4.400
93  	  N  	  0.237  	  4.400
94  	  N  	  0.234  	  4.400
95  	  N  	  0.232  	  4.400
96  	  N  	  0.229  	  4.400
97  	  N  	  0.227  	  4.400
98  	  N  	  0.224  	  4.400
99  	  N  	  0.222  	  4.400
100  	  N  	  0.220  	  4.400
