For Query: setl very high level languages

RANK 	 R/N 	Precision 	  Recall

01  	  N  	  0.000  	  0.000
02  	  R  	  0.500  	  0.200
03  	  R  	  0.667  	  0.400
04  	  N  	  0.500  	  0.400
05  	  N  	  0.400  	  0.400
06  	  R  	  0.500  	  0.600
07  	  N  	  0.429  	  0.600
08  	  N  	  0.375  	  0.600
09  	  R  	  0.444  	  0.800
10  	  N  	  0.400  	  0.800
11  	  R  	  0.455  	  1.000
12  	  N  	  0.417  	  1.000
13  	  N  	  0.385  	  1.000
14  	  N  	  0.357  	  1.000
15  	  N  	  0.333  	  1.000
16  	  N  	  0.312  	  1.000
17  	  N  	  0.294  	  1.000
18  	  N  	  0.278  	  1.000
19  	  R  	  0.316  	  1.200
20  	  N  	  0.300  	  1.200
21  	  N  	  0.286  	  1.200
22  	  N  	  0.273  	  1.200
23  	  N  	  0.261  	  1.200
24  	  N  	  0.250  	  1.200
25  	  R  	  0.280  	  1.400
26  	  N  	  0.269  	  1.400
27  	  R  	  0.296  	  1.600
28  	  N  	  0.286  	  1.600
29  	  N  	  0.276  	  1.600
30  	  N  	  0.267  	  1.600
31  	  N  	  0.258  	  1.600
32  	  N  	  0.250  	  1.600
33  	  N  	  0.242  	  1.600
34  	  N  	  0.235  	  1.600
35  	  N  	  0.229  	  1.600
36  	  N  	  0.222  	  1.600
37  	  N  	  0.216  	  1.600
38  	  R  	  0.237  	  1.800
39  	  N  	  0.231  	  1.800
40  	  N  	  0.225  	  1.800
41  	  N  	  0.220  	  1.800
42  	  N  	  0.214  	  1.800
43  	  N  	  0.209  	  1.800
44  	  N  	  0.205  	  1.800
45  	  N  	  0.200  	  1.800
46  	  N  	  0.196  	  1.800
47  	  N  	  0.191  	  1.800
48  	  N  	  0.188  	  1.800
49  	  N  	  0.184  	  1.800
50  	  N  	  0.180  	  1.800
51  	  N  	  0.176  	  1.800
52  	  N  	  0.173  	  1.800
53  	  N  	  0.170  	  1.800
54  	  N  	  0.167  	  1.800
55  	  R  	  0.182  	  2.000
56  	  N  	  0.179  	  2.000
57  	  N  	  0.175  	  2.000
58  	  N  	  0.172  	  2.000
59  	  R  	  0.186  	  2.200
60  	  N  	  0.183  	  2.200
61  	  N  	  0.180  	  2.200
62  	  N  	  0.177  	  2.200
63  	  N  	  0.175  	  2.200
64  	  N  	  0.172  	  2.200
65  	  R  	  0.185  	  2.400
66  	  N  	  0.182  	  2.400
67  	  R  	  0.194  	  2.600
68  	  N  	  0.191  	  2.600
69  	  N  	  0.188  	  2.600
70  	  N  	  0.186  	  2.600
71  	  N  	  0.183  	  2.600
72  	  N  	  0.181  	  2.600
73  	  N  	  0.178  	  2.600
74  	  N  	  0.176  	  2.600
75  	  N  	  0.173  	  2.600
76  	  N  	  0.171  	  2.600
77  	  N  	  0.169  	  2.600
78  	  N  	  0.167  	  2.600
79  	  N  	  0.165  	  2.600
80  	  N  	  0.163  	  2.600
81  	  N  	  0.160  	  2.600
82  	  N  	  0.159  	  2.600
83  	  N  	  0.157  	  2.600
84  	  N  	  0.155  	  2.600
85  	  N  	  0.153  	  2.600
86  	  N  	  0.151  	  2.600
87  	  R  	  0.161  	  2.800
88  	  N  	  0.159  	  2.800
89  	  N  	  0.157  	  2.800
90  	  N  	  0.156  	  2.800
91  	  N  	  0.154  	  2.800
92  	  N  	  0.152  	  2.800
93  	  N  	  0.151  	  2.800
94  	  N  	  0.149  	  2.800
95  	  N  	  0.147  	  2.800
96  	  N  	  0.146  	  2.800
97  	  N  	  0.144  	  2.800
98  	  N  	  0.143  	  2.800
99  	  N  	  0.141  	  2.800
100  	  N  	  0.140  	  2.800
